gdp pc test,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,1198.388134,1202.832251,1207.292848,1211.769988,1216.26373,1220.774137,1225.301271,1229.845193,1234.405966,1238.983652,1243.578314,1248.190014,1252.818817,1257.464786,1262.127983,1266.808474,1271.506322,1276.221591,1280.954347,1285.704653,1290.472576,1294.565259,1298.670921,1302.789605,1306.921351,1311.0662,1315.224195,1319.395376,1323.579787,1327.777468,1331.988462,1336.21281,1340.450557,1344.701743,1348.966411,1353.244605,1357.536367,1361.84174,1366.160767,1370.493492,1374.839958,1379.200209,1383.574288,1387.962239,1392.364106,1396.779934,1401.209767,1405.653648,1410.111623,1414.583736,1419.070033,1423.570557,1428.085355,1432.614472,1437.157952,1441.715842,1446.288186,1450.875032,1455.476425,1460.092411,1464.723037,1469.368348,1474.028392,1478.703215,1483.392863,1488.097385,1492.816827,1497.551237,1502.300662,1507.065149,1511.844747,1535.117518,1558.748541,1582.743332,1607.107489,1631.846699,1656.966735,1682.47346,1708.372825,1734.670876,1761.373749,1788.487676,1816.018985,1843.9741,1872.359546,1901.181946,1930.448028,1960.164622,1990.338661,2020.977188,2052.087353,2089.18922,2126.961891,2165.417495,2204.568378,2244.427112,2285.006494,2326.319554,2368.379557,2411.200007,2454.794653,2478.359881,2502.151328,2526.171166,2550.421585,2574.904801,2599.623048,2624.578582,2649.77368,2675.210644,2700.891794,2726.760127,2752.876219,2779.242443,2813.644513,2848.472419,2883.731432,2919.426889,2955.564193,2992.148811,3029.186283,3066.682212,3104.642274,3143.072213,3181.977847,3221.365064,3261.239824,3301.608162,3342.476189,3383.850089,3187.21176,2914.137584,2649.16179,2540.644694,2546.644066,2551.826263,2596.459424,3061.301292,3487.750565,3750.098418,3174.547529,2892.28962,2543.465576,2391.527718,1536.580424,1588.306143,2706.910437,3132.143359,3477.093674,3741.247791,3910.5593,4011.796089,4029.329699,4183.458441,4338.679886,4464.945774,4576.687377,4734.253019,4885.491828,4948.301085,5137.593634,5475.677263,5338.752143,5597.456046,5788.405243,6052.025449,6378.941971,6557.152776,6900.037897,6778.281725,7076.38633,7522.538545,8006.506993,8533.519956,8950.744008,9281.984283,9421.87973,9508.141454,9766.194029,9496.484204,9173.321647,8606.550203,8451.531004,8786.113972,9030.450647,9046.300125,9263.851026,9082.351172,9252.06033,9083.714502,8172.110085,7572.207653,7738.881247,8007.930474,8414.155074,8986.892389,9518.902961,10159.58368,10716.1256,11208.80057,11680.79102,11825.86665,12002.23908,12472.53327,13146.00686,13573,14424.59855,15416.09702,16210.60037,16465.80988,17089.72163,17660.38585,17851.94777
Portugal,1284.40935,1285.689067,1286.970059,1288.252328,1289.535874,1290.820699,1292.106804,1293.394191,1294.68286,1295.972813,1297.264052,1298.556577,1299.850389,1301.145491,1302.441884,1303.739567,1305.038544,1306.338815,1307.640382,1308.943245,1310.247407,1310.271998,1310.29659,1310.321182,1310.345775,1310.370368,1310.394962,1310.419556,1310.44415,1310.468745,1310.493341,1310.517936,1310.542533,1310.56713,1310.591727,1310.616325,1310.640923,1310.665522,1310.690121,1310.71472,1310.73932,1310.763921,1310.788522,1310.813123,1310.837725,1310.862328,1310.88693,1310.911534,1310.936137,1310.960742,1310.985346,1407.001901,1380.505958,1354.508973,1329.00155,1303.97447,1295.405868,1286.893571,1278.43721,1270.036417,1261.690827,1253.400076,1256.419444,1259.446084,1262.480016,1265.521256,1305.73592,1335.793082,1341.927078,1368.795741,1384.18116,1324.386137,1354.776733,1402.855884,1371.877131,1361.97611,1322.419288,1375.870724,1368.623111,1361.537564,1344.784114,1377.492674,1408.719596,1431.014211,1467.499677,1493.027164,1561.663192,1581.309274,1586.50924,1544.916045,1601.159815,1560.791191,1543.107174,1562.928573,1531.746614,1586.211189,1596.93071,1677.506187,1723.950366,1772.798001,1848.598151,1801.948205,1796.868664,1807.247401,1815.602357,1750.278159,1746.929273,1773.589366,1730.829637,1715.022311,1743.152933,1762.61774,1783.800813,1774.993046,1785.200337,1742.986448,1751.315124,1721.267319,1632.095836,1665.529644,1745.025722,1831.164224,2029.867994,2091.666666,1989.262422,2052.853689,2014.546071,2338.954277,2087.276689,2285.66132,2229.865541,2315.527203,2331.727384,2458.916806,2532.478412,2368.843314,2161.777854,2494.68962,2480.532967,2482.873411,2292.838614,2479.978167,2425.098502,2564.330785,2686.878497,2560.356504,2736.826933,2939.328078,2904.91286,2919.50653,2961.890656,3077.244823,3068.319867,3262.202522,3397.693176,3513.188054,3639.99042,3774.571743,3793.655171,3966.469796,4196.145957,4428.041583,4727.954889,4974.495622,5278.676878,5667.6641,5911.266372,6361.517993,6918.30301,7079.032443,7769.405655,8334.24931,9022.247417,10026.71305,10005.00041,9251.915675,9673.53026,10172.48572,10419.96086,10978.31049,11419.72089,11519.39143,11753.84291,11718.43036,11482.98624,11791.30369,12266.89424,13039.30876,14008.38139,14724.11143,15369.31004,16046.60894,16207.26663,15812.16157,15869.42749,16486.83637,17027.44647,17641.03156,18368.51878,18959.83625,19609.7337,19904.86524,19970.90787,19727.84414,19942.44358,20006,20218.29032,20638.91465,20601.22862,19983.8616,20350.98257,20158.98667,19576.41084
Puerto Rico,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,775.1038049,779.2008599,783.3195712,787.4600532,791.6224211,795.8067905,800.0132776,804.2419995,808.4930736,812.7666181,817.0627518,821.3815941,825.7232649,830.087885,834.4755757,838.8864589,843.3206572,847.7782939,852.2594928,856.7643784,861.2930761,865.8457117,870.4224116,875.0233031,879.648514,884.298173,888.9724092,893.6713526,898.3951337,903.1438838,907.917735,912.7168198,917.5412717,922.3912248,927.2668138,932.1681743,937.0954425,942.0487552,947.0282503,952.0340661,957.0663417,962.125217,967.2108325,972.3233296,977.4628505,982.6295379,987.8235355,993.0449876,998.2940393,1003.570837,1008.875526,1014.208255,1019.569172,1024.958425,1030.376166,1035.822543,1041.297709,1046.801816,1052.335016,1057.897464,1063.489314,1069.110721,1074.761842,1080.442834,1086.153855,1091.895062,1097.666617,1103.46868,1109.30141,1115.164972,1121.059527,1126.98524,1132.942275,1138.930798,1144.950975,1151.002974,1157.086962,1163.203109,1169.351585,1175.532561,1181.746208,1187.9927,1194.272209,1200.58491,1206.93098,1213.310593,1219.723928,1226.171162,1232.652476,1239.168048,1245.718061,1252.302696,1258.922136,1265.576565,1293.306047,1321.643098,1350.60103,1380.193446,1410.434248,1441.337643,1472.918148,1505.190599,1538.170158,1571.872317,1606.312909,1641.508114,1677.474465,1714.228859,1751.788561,1790.171218,1829.39486,1869.477913,1910.439209,1952.297989,1995.073918,2038.787091,2083.458044,2129.107763,2175.757692,2223.429747,2272.146323,2321.930306,2372.805083,2424.794556,2477.923146,2532.215813,2587.698063,2644.395959,2702.336137,2761.545817,2822.052814,2903.069603,3081.959785,3252.089219,3370.582784,3487.488317,3738.966808,3907.156189,3951.38379,4263.728388,4502.882087,4840.796038,5108.34463,5529.930795,5793.243477,6211.834545,6572.88424,6929.277714,7191.445931,7688.132017,8357.396868,8743.883966,9123.041742,9611.774982,9539.60671,9143.749697,9336.840803,9770.524921,10292.76582,10747.1349,10771.17508,10787.87409,10330.98915,10263.65672,10902.91404,11022.16369,11812.67654,12281.34191,12965.93595,13487.70426,13873.72566,14093.01681,14641.58711,15193.09067,15682.4416,16245.19192,16594.09041,16999.4333,17443.01725,18084.73052,18568.21925,18861.58552,18855.60618,19067.16408,19287.90802,19725.44739,19291.59271,18967.79006,18647.65453,18512.78741,18517.9079,18271.04735,
Qatar,588.3576674,588.4965003,588.6353659,588.7742644,588.9131956,589.0521596,589.1911564,589.330186,589.4692484,589.6083436,589.7474716,589.8866325,590.0258262,590.1650527,590.3043121,590.4436044,590.5829295,590.7222875,590.8616784,591.0011021,591.1405588,594.5822571,598.0439935,601.5258845,605.0280475,608.5506006,612.0936625,615.6573525,619.2417909,622.8470983,626.4733962,630.120807,633.7894534,637.4794592,641.1909487,644.924047,648.6788799,652.4555739,656.2542563,660.0750552,663.9180992,667.7835179,671.6714417,675.5820014,679.5153289,683.4715568,687.4508184,691.4532477,695.4789797,699.5281501,703.6008953,707.6973525,711.8176598,715.9619561,720.1303811,724.3230752,728.5401796,732.7818367,737.0481892,741.339381,745.6555566,749.9968616,754.3634423,758.7554458,763.1730201,767.6163141,772.0854775,776.580661,781.102016,785.649695,790.2238512,794.8246387,799.4522126,804.1067288,808.7883442,813.4972167,818.2335048,822.9973682,827.7889674,832.608464,837.4560203,842.3317997,847.2359665,852.1686861,857.1301246,862.1204492,867.1398282,872.1884307,877.2664268,882.3739876,887.5112854,892.6784932,897.8757851,903.1033363,908.3613231,913.6499225,918.9693129,924.3196735,929.7011845,935.1140275,940.5583847,946.0344397,951.542377,957.0823822,962.6546421,968.2593444,973.896678,979.5668329,985.2700003,991.0063722,996.776142,1002.579504,1008.416654,1014.287789,1020.193106,1026.132805,1032.107086,1038.116149,1044.160199,1050.239437,1056.354069,1062.504302,1068.690342,1074.912399,1081.17068,1087.465399,1093.796766,1100.164995,1106.5703,1113.012899,1119.493007,1126.010843,1132.566626,1139.160578,1145.792922,1152.463879,1159.173676,1165.922538,1172.710693,1179.538369,1351.548175,1548.64184,1774.477293,2033.245896,2329.750224,2669.493208,3058.780255,3504.836282,4015.9398,4601.576558,5272.615595,6041.510961,6922.532856,7932.032475,9088.745477,10414.13971,11932.81362,13672.95282,15666.85317,17951.52016,20569.35574,23568.94522,27005.95906,30944.186,35456.71698,40627.30166,46551.90273,53340.47695,61119.01586,70031.8841,80244.49873,80293.69108,81068.89506,82057.80511,80224.49941,79275.51839,81127.91913,71615.82982,74170.50586,73434.87133,67344.0971,65947.51694,57679.6388,52169.58768,49067.6896,44379.4694,42994.47997,40870.69142,40632.35159,40929.99871,40510.84954,39011.46111,41781.67545,40684.80327,40794.93656,41058.26959,42008.11347,52938.65287,57390.74666,57836.83751,60394.43245,59277.98174,60016.00239,58706.15157,67458.35962,68696,73921.14584,74095.38064,73806.56813,73031.84665,82181.86737,89280.87016,91492.64527
Reunion,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,692.3308827,695.5772874,698.8389148,702.1158363,705.4081236,708.7158487,712.039084,715.3779023,718.7323767,722.1025805,725.4885875,728.8904718,732.3083078,735.7421704,739.1921347,742.6582763,746.1406709,749.6393947,753.1545244,756.6861369,760.2343094,763.7991197,767.3806457,770.9789658,774.5941588,778.2263037,781.8754801,785.5417679,789.2252472,792.9259987,796.6441034,800.3796426,804.1326981,807.903352,811.6916869,815.4977857,819.3217316,823.1636083,827.0235,830.901491,834.7976664,838.7121112,842.6449113,846.5961526,850.5659217,854.5543054,858.561391,862.5872662,866.6320191,870.6957383,874.7785126,878.8804314,883.0015845,887.142062,891.3019547,895.4813535,899.6803499,903.8990357,908.1375034,912.3958457,916.6741557,920.9725272,925.2910541,929.6298309,933.9889528,938.3685149,942.7686132,947.189344,951.630804,956.0930905,960.576301,965.0805337,969.6058872,974.1524605,978.7203531,983.309665,987.9204966,992.5529489,997.2071231,1001.883121,1006.581045,1011.300999,1016.043084,1020.807406,1025.594068,1030.403175,1035.234833,1040.089146,1044.966222,1049.866167,1054.789089,1059.735094,1064.704292,1069.69679,1096.110344,1123.176115,1150.91021,1179.329131,1208.449787,1238.289507,1268.866046,1300.197599,1332.302807,1365.200776,1398.911079,1433.453776,1468.849421,1505.119075,1542.28432,1580.36727,1619.390585,1659.377486,1700.351765,1742.337805,1785.360588,1829.445713,1874.619413,1920.908567,1968.340719,2016.944093,2066.747608,2117.780899,2170.074333,2223.659026,2278.566862,2334.830514,2392.483459,2451.560002,2512.095297,2574.125364,2637.687112,2710.188261,2718.885295,2740.695002,2801.727411,2772.529069,2781.866119,2769.451844,2764.119362,2840.755161,2969.279941,3033.873933,3173.72334,3307.583564,3469.501712,3717.107358,3845.987836,4021.175739,4202.492027,4496.75559,4591.191254,4605.38558,5047.658563,5004.190937,5231.80137,5066.543529,4457.050098,4319.804067,4614.378183,4793.062416,4887.4506,4956.245787,5267.219353,5467.59056,5428.200152,5396.09392,5363.428089,5303.377488,5508.864509,5560.260585,5980.271096,6225.761591,6101.255823,5980.358936,5863.969893,5752.277428,5939.194676,6071.941411,6037.733622,6058.561889,6084.033615,6112.284252,6316.1652,6529.839194,6796.213392,7077.236263,7375.610608,7670.122558,,,,,
Romania,1093.916275,1095.052392,1096.189689,1097.328167,1098.467827,1099.608671,1100.7507,1101.893915,1103.038317,1104.183908,1105.330689,1106.478661,1107.627825,1108.778182,1109.929734,1111.082482,1112.236428,1113.391571,1114.547915,1115.705459,1116.864206,1132.071828,1147.486523,1163.11111,1178.948446,1195.00143,1211.272996,1227.766123,1244.483825,1261.429162,1278.605232,1296.015178,1313.662184,1331.549478,1349.680331,1368.058061,1386.686029,1405.567642,1424.706353,1444.105664,1463.769123,1483.700327,1503.902921,1524.3806,1545.137112,1566.176251,1587.501867,1609.117859,1631.028183,1653.236846,1675.74791,1698.565493,1721.693768,1745.136965,1768.899374,1792.98534,1817.39927,1842.145628,1867.228941,1892.653798,1918.424849,1944.546807,1971.024452,1997.862625,2025.066237,2052.640263,2080.589746,2108.9198,2137.635606,2166.742416,2196.245556,2228.48045,2261.188464,2294.376543,2328.051733,2362.221182,2396.892145,2432.071984,2467.768167,2503.988273,2540.73999,2578.031123,2615.869588,2654.263418,2693.220765,2732.7499,2772.859215,2813.557224,2854.85257,2896.754019,2939.270466,2976.888563,3014.988112,3053.575277,3092.656297,3132.237494,3172.325268,3212.926104,3254.046568,3295.693309,3337.873064,3391.610349,3446.212765,3501.694239,3558.068924,3615.351199,3673.555677,3732.697203,3792.790865,3853.85199,3915.896154,3978.580037,4042.267335,4106.974111,4005.470805,3906.47614,3809.928115,3715.76626,3623.931604,3534.366628,3447.015238,3361.822726,3278.735736,3197.702229,3118.671454,3041.593914,2966.421335,2928.177359,2888.595891,2718.462669,2875.088298,2898.756181,2699.760024,2794.085058,2788.236731,2821.765819,2816.987494,2666.636834,2929.593851,2809.227887,2693.807307,2583.128923,2476.997896,2375.227393,2277.638257,2184.05869,2094.323954,2008.276081,1925.76359,2317.171013,2788.131177,2962.119203,3144.613186,3328.701039,3529.10624,3722.174916,3829.439685,3943.370225,4065.805746,4205.871192,4349.18681,4602.358275,4734.997586,5040.095554,5326.915931,5628.672846,6234.446773,6470.866545,6461.499881,6661.294845,6729.782266,7598.175313,8011.414402,8201.281326,8579.078736,8872.775322,9239.344582,9356.39724,9584.180575,9785.250863,9755.081492,9640.373551,9605.314053,9498.400618,9855.445875,9809.793603,9942.7471,9696.273295,9637.161027,9295.593098,8281.621099,7226.054688,6598.409903,6705.766116,6976.439696,7486.898656,7801.288687,7346.547557,7008.398827,6935.169981,7089.830211,7501.928628,7885.360081,8280.636773,8994.489819,9374,10128.11945,10779.84707,11590.78046,10844.81324,10738.96394,11002.83849,11058.18097
Russia,991.6304972,992.6643166,993.6992137,994.7351898,995.7722459,996.8103832,997.8496028,998.8899059,999.9312935,1000.973767,1002.017327,1003.061975,1004.107712,1005.15454,1006.202458,1007.25147,1008.301574,1009.352774,1010.40507,1011.458462,1012.512953,1018.924644,1025.376937,1031.870088,1038.404357,1044.980004,1051.597291,1058.256482,1064.957842,1071.701637,1078.488138,1085.317614,1092.190337,1099.106581,1106.066622,1113.070737,1120.119205,1127.212308,1134.350327,1141.533547,1148.762255,1156.036738,1163.357287,1170.724192,1178.137748,1185.598251,1193.105996,1200.661284,1208.264415,1215.915693,1223.615422,1231.36391,1239.161464,1247.008396,1254.905018,1262.851646,1270.848595,1278.896184,1286.994734,1295.144568,1303.346011,1311.599388,1319.90503,1328.263267,1336.674432,1345.13886,1353.656889,1362.228858,1370.855108,1379.535984,1388.271831,1397.062998,1405.909834,1414.812692,1423.771927,1432.787896,1441.860958,1450.991476,1460.179811,1469.426331,1478.731405,1488.095402,1497.518697,1507.001664,1516.544681,1526.14813,1467.207236,1715.601001,1650.345012,1534.568257,1528.253162,1399.846216,1532.463225,1736.65132,1974.519925,1827.167692,2012.410499,1978.729989,2031.355786,2155.552669,2109.241967,2161.867764,2349.215604,2187.128147,2418.681657,2140.817445,2046.09101,1966.099797,2147.132541,2229.228785,2378.68605,2197.653307,2374.475987,2494.462805,2382.007515,2451.525331,2179.587992,1913.784578,1171.579662,1010.052972,1014.142255,928.2673061,1077.526146,1241.097478,1572.329424,1964.900619,2206.168333,2298.177207,2416.766423,2444.881902,2555.250973,2578.397697,2538.611241,2634.090439,2875.821489,3288.160438,3511.812631,3803.175259,3792.466065,3946.075504,3781.737347,3710.768051,3641.130588,3572.799964,3505.751654,3439.961594,3375.406171,3750.38785,4237.15384,4627.86953,5012.782094,4949.968788,5180.700203,5314.68011,5479.715694,5844.316017,6291.566099,6308.260438,6663.40016,6472.856613,6960.20032,7229.223863,7303.994375,7030.510402,7830.910969,8174.496113,8474.500991,8755.453226,9176.975335,9218.253802,9835.201435,9997.917916,9954.959025,10689.47865,10919.45993,10871.08788,11301.16088,11488.94591,11700.27621,11572.37146,11517.45635,11552.91763,11764.76821,12063.97493,12130.31967,12156.46991,12572.49008,12654.23607,12847.79683,13003.05648,12633.27405,11975.22767,10231.85119,9342.30967,8152.97931,7816.179729,7543.840316,7662.111298,7268.488052,7757.866564,8570.996315,9052.543761,9532.009977,10288.44493,11090.77402,11861,12881.82662,14020.45804,14756.21687,13614.7661,14207.51818,14869.29627,15427.61675
Rwanda,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,368.9970394,369.6862818,370.3768116,371.0686313,371.7617432,372.4561497,373.1518533,373.8488564,374.5471614,375.2467708,375.9476869,376.6499123,377.3534494,378.0583006,378.7644683,379.4719551,380.1807634,380.8908957,381.6023544,382.315142,383.029261,383.744714,384.4615033,385.1796314,385.899101,386.6199144,387.3420742,388.065583,388.7904432,389.5166573,390.2442279,390.9731575,391.7034487,392.4351039,393.1681258,393.9025169,394.6382798,395.375417,396.113931,396.8538246,397.5951001,398.3377603,399.0818076,399.8272448,400.5740743,401.3222989,402.071921,402.8229433,403.5753685,404.3291991,405.0844377,405.8410871,406.5991498,407.3586284,408.1195257,408.8818442,409.6455867,410.4107557,411.177354,411.9453842,412.714849,413.485751,414.2580931,415.0318777,415.8071077,416.5837857,417.3619145,418.1414967,418.9225351,419.7050323,420.4889912,421.2744144,422.0613047,422.8496648,423.6394975,424.4308055,425.2235916,426.0178585,426.8136089,427.6108458,428.4095718,429.2097897,430.0115023,430.8147125,431.6194229,432.4256364,433.2333559,434.0425841,434.8533238,435.6655779,436.4793491,437.2946404,438.1114546,438.9297945,439.7496629,440.5710628,441.3939969,442.2184682,443.0444795,443.8720336,444.7011336,445.5317822,446.3639824,447.197737,448.0330489,448.8699212,449.7083566,450.5483581,451.3899286,452.2330711,453.0777885,453.9240837,454.7719597,455.6214194,456.4724658,457.3251018,458.1793305,459.0351548,459.8925776,460.751602,461.612231,462.4744675,463.3383146,464.2037752,465.0708525,465.9395493,466.8098687,467.6818138,468.5553876,469.4305931,470.3074334,487.8194444,493.3238752,502.1029588,519.5621315,524.6872689,532.7615924,540.2893983,542.8836955,560.6986378,564.2188812,537.4997729,597.4730727,525.4255235,451.8523297,471.6157626,490.5900295,510.9637142,531.6154808,572.5761172,616.3824718,605.8374872,590.5806638,591.2516231,602.0937137,692.8162057,658.9616924,670.0806011,711.1318184,753.507094,818.7091971,843.6755178,881.5706467,902.5568724,840.8391618,856.0010422,879.8744115,847.991217,793.5517273,786.3328173,760.7426427,708.923654,737.0685949,660.8177894,382.4367689,581.386066,622.9213344,589.9445051,643.7353311,677.5412086,704.0365299,734.9791146,785.6537648,774.0738084,785.7685421,813,872.3054997,901.5112011,1001.280011,1041.826852,1094.057911,1160.033646,1223.525709
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,813.2077456,817.0209533,820.8520414,824.7010939,828.568195,832.4534293,836.3568818,840.278638,844.2187837,848.177405,852.1545887,856.1504218,860.1649918,864.1983864,868.250694,872.3220033,876.4124033,880.5219836,884.6508341,888.7990451,892.9667075,897.1539125,901.3607517,905.5873171,909.8337013,914.0999972,918.3862982,922.692698,927.0192909,931.3661717,935.7334354,940.1211776,944.5294943,948.958482,953.4082377,957.8788587,962.3704428,966.8830885,971.4168943,975.9719596,980.548384,985.1462677,989.7657113,994.4068159,999.0696831,1003.754415,1008.461114,1013.189883,1017.940826,1022.714046,1027.509649,1032.327738,1037.16842,1042.0318,1046.917986,1051.827083,1056.759199,1061.714442,1066.692921,1071.694745,1076.720022,1081.768864,1086.84138,1091.937682,1097.05788,1102.202088,1107.370417,1112.562981,1117.779894,1123.021269,1128.287222,1133.577867,1138.89332,1144.233698,1149.599118,1154.989696,1160.405552,1165.846802,1171.313568,1176.805968,1182.324122,1187.868151,1193.438176,1199.03432,1204.656705,1210.305454,1215.98069,1221.682538,1227.411122,1233.166569,1238.949003,1244.758551,1250.595342,1256.459501,1265.49246,1274.590359,1283.753664,1292.982847,1302.27838,1311.640741,1321.07041,1330.567871,1340.133611,1349.768121,1359.471896,1369.245434,1379.089235,1389.003806,1398.989654,1409.047294,1419.177239,1429.380011,1439.656133,1450.006132,1460.43054,1470.929891,1481.504724,1492.155582,1502.883011,1513.687562,1524.569789,1535.530251,1546.56951,1557.688132,1568.886689,1580.165755,1591.525908,1602.967732,1614.491814,1626.098744,1637.78912,1649.56354,1661.422609,1673.366935,1685.397132,1697.513816,1709.71761,1722.00914,1734.389036,1746.857934,1759.416473,1772.065298,1784.805059,1797.636409,1810.560005,1823.576513,1836.686599,1849.890936,1863.190202,1876.585079,1890.076255,1903.664422,1917.350277,1931.134522,1945.017866,1959.00102,1973.084702,1987.269634,2001.556546,2015.946168,2030.439241,2045.036508,2059.738718,2074.546625,2089.460989,2104.482576,2119.612156,2134.850506,2150.198408,2165.656649,2181.226023,2196.907329,2212.70137,2228.608959,2244.630911,2260.768048,2277.021198,2293.391196,2309.878881,2326.485099,2107.445036,2401.984015,2703.979677,2672.288774,2776.682336,2566.031041,,,,,,,
Saint Kitts and Nevis,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,775.6687106,780.7941944,785.9535465,791.1469907,796.3747522,801.6370579,806.934136,812.2662163,817.63353,823.03631,828.4747907,833.9492078,839.459799,845.0068032,850.590461,856.2110147,861.868708,867.5637864,873.2964968,879.067088,884.8758103,890.7229156,896.6086575,902.5332914,908.4970742,914.5002647,920.5431233,926.6259119,932.7488946,938.9123369,945.1165062,951.3616715,957.6481038,963.9760757,970.3458618,976.7577383,983.2119833,989.7088769,996.2487009,1002.831739,1009.458276,1016.128601,1022.843002,1029.60177,1036.405199,1043.253585,1050.147223,1057.086413,1064.071456,1071.102654,1078.180314,1085.304742,1092.476247,1099.69514,1106.961734,1114.276344,1121.639288,1129.050885,1136.511457,1144.021327,1151.580821,1159.190266,1166.849994,1174.560335,1182.321625,1190.134201,1197.9984,1205.914565,1213.883039,1221.904166,1229.978296,1238.105779,1246.286966,1254.522214,1262.811878,1271.156319,1279.555899,1288.010981,1296.521933,1305.089125,1313.712926,1322.393713,1331.13186,1339.927748,1348.781757,1357.694272,1366.665679,1375.696368,1384.78673,1393.93716,1403.148054,1412.419812,1421.752836,1431.147531,1448.267374,1465.59201,1483.123889,1500.865489,1518.819321,1536.987921,1555.373861,1573.979738,1592.808186,1611.861865,1631.14347,1650.655728,1670.401398,1690.383272,1710.604175,1731.066967,1751.774542,1772.729827,1793.935786,1815.395418,1837.111757,1859.087873,1881.326874,1903.831906,1926.60615,1949.652827,1972.975195,1996.576553,2020.460238,2044.629627,2069.088139,2093.83923,2118.886402,2144.233197,2169.883198,2195.840032,2222.10737,2248.688927,2275.58846,2302.809775,2330.356719,2358.233189,2386.443126,2414.990519,2443.879405,2473.113869,2502.698045,2532.636117,2562.932317,2593.59093,2624.616292,2656.012788,2687.78486,2719.936999,2752.473752,2785.39972,2818.719559,3025.975004,3182.978186,3312.084817,3493.828715,3589.621111,3821.380859,4080.140865,4406.270476,4841.197141,5268.291057,5355.188551,5296.09839,5270.620381,5850.367533,6266.360699,7056.980405,7741.524029,8512.809201,9208.732535,9421.671198,9409.97838,9629.932235,10121.74254,10501.05086,10725.97811,11275.20392,11904.66267,11860.98094,12132.36868,12490.82446,12572.4933,12544.95974,12443.50736,13222.82568,13677,14033.13932,14424.9738,14695.27601,13799.81092,13535.56174,13024.63596,12659.63223
